id,year,state,county,stFIPS,coFIPS,FIPS,FarmTonsN,FarmTonsP2O5,FarmTonsK2O,Exc_Tons_N,Exc_Tons_P2O5,Exc_Tons_K2O,Rec_Tons_N,Rec_Tons_P2O5,Rec_Tons_K2O,Tons_N_Fixed_Legumes,TonsNRem,TonsP2O5Rem,TonsK2ORem,RatioN,RatioP2O5,RatioK2O,N_PPCA,P2O5_PPCA,K2O_PPCA,BalanceN_Tons,BalanceP2O5_Tons,BalanceK2O_Tons,FarmLbsN_perAc,FarmLbsP2O5_perAc,FarmLbsK2O_perAc,LbsNRem_perAc,LbsP2O5Rem_perAc,LbsK2ORem_perAc,LbsNRem_NoLegume_perAc,ExcLbsN_perAc,ExcLbsP2O5_perAc,ExcLbsK2O_perAc,RecLbsN_perAc,RecLbsP2O5_perAc,RecLbsK2O_perAc,21CropTotalHarvestAc,Total_Harvested_Cropland_Acres,TotalCropland,OtherCropAcres
85794,2016,Alabama,Autauga,1,1,1001,744.0414452,478.8102528,457.2606328,1053.408514,509.9762747,800.6272795,53.7556286,40.95286203,56.77020893,110.8037825,1002.995283,391.7674623,906.8445908,1.103889871,0.753742332,1.76418323,-4.998248719,6.777456387,-20.79975373,-94.39442619,127.9956526,-392.813749,39.39749783,25.35332678,24.21225982,53.10927868,20.74435214,48.01803451,47.24214344,55.77869337,27.00358872,42.39375603,2.846396897,2.168481747,3.006020965,24254,27980.8,37771,5277.5
85796,2016,Alabama,Baldwin,1,3,1003,3024.157872,1783.139015,3151.459189,1379.309769,665.9922102,1015.272757,81.87746433,49.80039231,43.92629159,2869.625,5238.19873,1535.40969,3162.118745,0.876589102,0.837676185,0.989589132,13.58987951,5.482852219,0.613036563,737.4616066,297.5297171,33.26673561,55.72892302,32.85953349,58.07482082,96.52907888,28.29439865,58.2712542,43.64787443,25.41780264,12.27284758,18.70935966,1.508830921,0.917717377,0.80946995,99197,93755,108531,10128
85798,2016,Alabama,Barbour,1,5,1005,1907.762068,1484.293083,2032.734282,2554.616971,1215.919635,1777.451414,906.33277,664.6869737,918.3028033,169.314375,997.794725,391.727625,850.3071,0.334447826,0.18228537,0.288138399,104.2235251,92.23695939,110.2658575,1985.614488,1757.252432,2100.729985,100.1371056,77.9095128,106.6968103,52.37355195,20.5615109,44.63202897,43.48635803,134.0900701,63.82277696,93.29718993,47.57277747,34.88895749,48.2010762,26026,24767.8,38103,0
85800,2016,Alabama,Bibb,1,7,1007,431.8257965,110.8218747,132.2225028,788.6558996,381.7741507,595.6508761,20.69473383,19.34311058,28.88802464,160.522375,486.458835,167.004095,398.67647,0.793515153,1.283018584,2.474552571,16.67774313,-4.85363765,-31.29986067,126.5840703,-36.83910976,-237.5659425,56.89404434,14.6010375,17.42061961,64.09207312,22.00317457,52.52654414,42.94288011,103.9072332,50.2996246,78.4783763,2.726578897,2.548499418,3.806063853,7898,10224,15180,4378
85802,2016,Alabama,Blount,1,9,1009,1649.433306,654.4769107,972.5143531,6649.642032,3167.309222,4658.91686,2564.803856,1902.696228,2683.033214,89.375,1044.76438,395.02096,992.753805,0.242764529,0.154475641,0.271574583,153.4875557,101.8345977,125.4141749,3258.847782,2162.152178,2662.793762,77.68619562,30.82502405,45.80418016,49.20706387,18.60498116,46.75743241,44.99761586,313.189621,149.1762067,219.4290156,120.7989759,89.61455481,126.3674272,20646,30392.4,42464,11726.4
85804,2016,Alabama,Bullock,1,11,1011,438.1538877,195.7457561,251.214176,1156.931612,557.4541535,833.3460547,170.233212,117.7195379,145.0347496,62.18811,391.888345,150.958198,423.852086,0.584406252,0.481578666,1.069661161,26.29245386,15.3315813,-2.604194571,278.6868647,162.507096,-27.60316036,41.33722229,18.46745187,23.70056852,36.97234256,14.24201123,39.98793207,31.10526298,109.1496403,52.59249526,78.62126088,16.06049456,11.10614066,13.68316898,9957,10590.6,21199,1503.9
85806,2016,Alabama,Butler,1,13,1013,1202.992541,333.8394068,415.187727,2978.425626,1425.600197,2069.967544,1249.012567,929.3398766,1311.050212,72.688265,500.58517,184.4478995,445.8611715,0.19827563,0.146018781,0.258284887,219.5940551,117.0307984,138.9071621,2024.108203,1078.731384,1280.376767,130.5118027,36.21799911,45.04342034,54.30812802,20.01062105,48.37116046,46.42223,323.1272716,154.6623485,224.5693023,135.5044825,100.8234203,142.2349023,10226,14113.6,18435,4504.1
85808,2016,Alabama,Calhoun,1,15,1015,589.713639,305.3125963,2108.230053,2063.926493,983.888117,1492.423333,496.5743822,378.2017294,539.7065521,137.93325,856.27788,318.05428,726.800855,0.699446987,0.465322039,0.274478193,27.20770446,27.02407259,142.0590639,367.9433912,365.4600457,1921.13575,43.60658402,22.57644813,155.8938184,63.31777129,23.51863645,53.74354679,53.11824823,152.617776,72.75395549,110.3577723,36.71936867,27.96626091,39.90879226,18019,22304.6,27047,7402.3
85810,2016,Alabama,Chambers,1,17,1017,332.8865988,123.1736368,231.282406,1202.844123,581.4009815,906.4118417,23.45758984,19.86731528,19.90307899,35.469805,344.041365,135.5763265,302.1385705,0.878073194,0.947814766,1.202850437,7.323720469,1.144354679,-7.811296262,47.77262862,7.464625572,-50.95308552,51.03274548,18.8829736,35.45644734,52.74281236,20.78435176,46.31895914,47.3051602,184.4004481,89.13091852,138.9562842,3.596135189,3.045732835,3.051215544,7888,9647.2,13046,1759.2
85812,2016,Alabama,Cherokee,1,19,1019,1600.677158,692.8277978,1339.297781,3229.093988,1529.893018,2241.477106,1299.209951,965.930677,1364.485344,554.125,2171.65892,804.21326,1783.601105,0.628735178,0.484828426,0.659668702,36.63813915,24.41522878,26.29053927,1282.353189,854.5452147,920.1820197,45.73297975,19.79479715,38.26510424,62.04651134,22.97719347,50.95930358,46.21459465,92.25851024,43.71060464,64.04128817,37.11975404,27.59762509,38.98473861,61838,51935.4,70001,4857.4
85814,2016,Alabama,Chilton,1,21,1021,762.8244187,363.6507288,578.2137414,871.6856395,422.4893974,667.6133736,5.234976808,4.75125338,6.123655971,0,540.55372,226.66796,510.747705,0.70379156,0.615273454,0.874063011,20.36756271,12.6888113,6.588155091,227.5056755,141.7340222,73.58969237,68.29224876,32.55601869,51.76488285,48.39335004,20.2925658,45.72495121,48.39335004,78.03810559,37.82358078,59.76843094,0.468663994,0.425358405,0.548223453,12583,16000.6,22340,3417.6
85816,2016,Alabama,Choctaw,1,23,1023,121.4954539,66.96743453,72.99274851,854.8836032,429.1413583,647.4081267,62.24982208,45.46058502,58.04297233,0,144.207665,54.951825,157.185875,0.784823796,0.488773397,1.19956508,11.45519659,16.65252631,-7.576460718,39.53761101,57.47619455,-26.15015417,35.20076892,19.40241476,21.14812357,41.78115747,15.92114298,45.54132261,41.78115747,247.6846598,124.3347409,187.572976,18.03558513,13.17125453,16.81673832,2278,4709.8,6903,2431.8
85818,2016,Alabama,Clarke,1,25,1025,237.3889602,142.6995832,82.6864202,418.879552,202.5065042,314.5545485,19.06618978,15.98708076,20.07055438,20.168295,244.13212,93.6928685,233.0217095,0.882543127,0.590426859,2.267697258,6.193542696,12.38920996,-24.83124951,32.49132498,64.99379542,-130.2647349,45.25142207,27.20159801,15.76180332,46.53681281,17.85986819,44.41893052,42.69230366,79.84741746,38.60207857,59.96083653,3.634424282,3.04748013,3.825877693,5430,7340.6,10492,1910.6
85820,2016,Alabama,Clay,1,27,1027,280.2796741,131.7867983,218.5229816,2510.594895,1197.134708,1752.177412,896.7753745,658.6214776,913.9794426,0,329.397765,130.608165,306.320395,0.279849074,0.165241394,0.270481006,137.0504905,106.6774634,133.5783394,847.6572836,659.8001109,826.1820293,45.31603461,21.30748558,35.33112071,53.25752061,21.11692239,49.52633711,53.25752061,405.9167171,193.5545203,283.2946503,144.9919765,106.4869002,147.7735558,5442,9914.6,12370,4472.6
85822,2016,Alabama,Cleburne,1,29,1029,143.2008324,43.74746639,110.3226705,3095.490111,1474.266372,2156.919886,1231.301327,913.7257989,1284.430614,44.383625,261.733625,93.322245,234.50767,0.184464196,0.097467207,0.168135593,265.9202941,198.5869287,266.631188,1157.15216,864.1510203,1160.245615,32.90838386,10.05342213,25.35279111,60.14790877,21.44599448,53.89122601,49.94829369,711.3616249,338.7949839,495.6727303,282.9602039,209.9795011,295.1696229,4226,7081.8,8703,3858.4
85824,2016,Alabama,Coffee,1,31,1031,1919.212158,799.3527801,2095.22828,4785.755427,2281.874167,3341.764137,1859.324494,1381.842723,1938.359317,908.75,2365.8598,791.2759,1681.723825,0.50473973,0.362771654,0.416930037,67.78185476,40.58337162,68.67056285,2321.426853,1389.919603,2351.863772,56.0378457,23.33978948,61.1772276,69.07922391,23.10395784,49.10357607,42.54521512,139.7362053,66.62698123,97.57402914,54.28922418,40.34753997,56.59691131,59050,48073.2,68497,0
85826,2016,Alabama,Colbert,1,33,1033,1321.727784,718.9797866,780.5691533,1496.78707,722.0039513,1079.350002,291.5758384,210.3465936,278.6648586,1186.25,3725.00675,1387.42125,2494.799,1.330571674,1.492932171,2.355285963,-22.63579418,-11.20460981,-35.11269523,-925.4531273,-458.0948699,-1435.564988,32.32833432,17.58563237,19.09205575,91.11048808,33.93514046,61.02065575,62.09582482,36.61013514,17.65960086,26.39998048,7.131696326,5.144898276,6.815904771,79500,73956.8,81769,15516.8
85828,2016,Alabama,Conecuh,1,35,1035,2191.697382,867.0740676,1057.798316,1035.839865,496.544437,737.051688,142.0973223,97.88395981,117.1692366,70.6455125,724.9157825,284.3599263,637.6139688,0.301490458,0.294686316,0.542665172,132.5643817,53.71941286,42.4131642,1679.524435,680.5981012,537.3535839,172.9900456,68.43790739,83.49171759,57.21739473,22.44444739,50.32668762,51.64136469,81.75854331,39.19210995,58.17527827,11.21570088,7.725952864,9.248134227,17688,20288.6,25339,2960.6
85830,2016,Alabama,Coosa,1,37,1037,56.77874208,25.77065207,36.2879885,777.0134732,391.4907386,598.1140932,16.36032166,13.77667247,17.03756692,0,127.04914,49.6578,125.2508,1.737090052,1.255655106,2.348795039,-21.62024314,-4.054732489,-28.84509508,-53.91007626,-10.11047546,-71.92524458,22.77070065,10.33513217,14.55303329,50.95213154,19.91489874,50.23092039,50.95213154,311.6155898,157.0045072,239.8692975,6.561187751,5.525034077,6.832792027,1862,3921.4,4987,2059.4
85832,2016,Alabama,Covington,1,39,1039,2181.612937,927.1897793,1801.812261,2988.424811,1420.534701,1928.136812,1152.746473,811.4008262,1006.767904,504.7625,1935.75605,703.05765,1466.953075,0.504218437,0.40438367,0.522311271,67.37459021,36.65538505,47.49038391,1903.365861,1035.532955,1341.627091,77.22386993,32.82029625,63.77983615,68.52112529,24.88655599,51.92662342,50.65374241,105.7830768,50.28352421,68.25142254,40.8044627,28.72164479,35.63717118,49250,43639.4,56501,0
85834,2016,Alabama,Crenshaw,1,41,1041,459.4527228,232.8858479,389.3568829,4583.156163,2189.045712,3188.896758,1870.578597,1385.58639,1945.397278,112.34841,583.07874,213.6242005,530.0451985,0.23873386,0.131991266,0.227023987,150.5811695,113.7759091,146.1598674,1859.30099,1404.848038,1804.708962,37.21018204,18.86097169,31.53325636,47.22241263,17.30100834,42.9273293,38.12353351,371.1809,177.2865529,258.2625436,151.4945209,112.2159458,157.5539403,14664,16511.8,24695,2152
85836,2016,Alabama,Cullman,1,43,1043,2352.26992,970.2523816,2307.528263,12228.83969,5832.921752,8242.368671,5011.814723,3688.657884,4980.822293,349.375,1885.36718,666.11904,1617.90692,0.244425623,0.142977435,0.221985332,193.047117,132.2554232,187.8252281,5828.092463,3992.791226,5670.443636,77.9155323,32.13820409,76.43352975,62.45005565,22.06422789,53.59082213,50.87751507,405.0625933,193.2070802,273.0165178,166.0090998,122.181447,164.9825205,31992,49015.8,60380,23413.8
85838,2016,Alabama,Dale,1,45,1045,2243.895644,903.3956025,1246.214128,3897.097949,1853.045595,2675.074749,1747.484676,1299.38907,1821.020806,796.022375,1878.093475,597.198095,1280.92787,0.392299039,0.271110519,0.417616484,112.0667637,61.8472902,68.80865408,2909.309219,1605.586577,1786.307064,86.4349933,34.7988522,48.00424214,72.34427207,23.00410605,49.34141754,41.68144296,150.1164442,71.37942623,103.044038,67.31321337,50.05254405,70.14582948,43518,34870.8,51921,0
85840,2016,Alabama,Dallas,1,47,1047,1526.478449,985.7341344,1023.777048,1571.180308,764.5459636,1209.88469,2.467720844,2.195087597,2.252210762,491.0746625,2179.105073,821.4688913,1840.156244,1.078753762,0.831505813,1.793473459,-4.147192736,4.339481244,-21.22360784,-159.0842398,166.4603308,-814.1269849,39.7940132,25.69726233,26.68900919,56.80744203,21.41500518,47.97133028,44.00553735,40.95935317,19.93107219,31.54067937,0.064331413,0.057224093,0.058713246,55512,53668.6,76719,5986.6
85842,2016,Alabama,De Kalb,1,49,1049,3291.02397,875.6696267,1462.771137,13631.74048,6423.424479,9257.052128,5328.797489,3934.092976,5405.671013,959.8105375,3028.012918,1044.533439,2304.008386,0.316088647,0.217169437,0.335448466,149.491605,85.91313749,104.1489929,6551.619079,3765.229164,4564.433763,75.09295784,19.9805966,33.37678859,69.09170167,23.83364758,52.57172423,47.19121937,311.0423147,146.566524,211.2228387,121.5898665,89.76618847,123.3439286,62747,70437.8,87652,21370.8
85844,2016,Alabama,Elmore,1,51,1051,877.9426584,341.5265739,598.1585245,833.4207476,405.4035462,628.0106563,56.33219917,43.61649511,57.77339217,57.4188575,986.9237175,418.5356148,843.8610983,0.99519005,1.086701666,1.286507146,0.281133822,-1.968087801,-11.07615852,4.769997565,-33.39254571,-187.9291816,51.74413028,20.12887216,35.25423024,58.16724922,24.66762626,49.73543339,54.78310014,49.12010064,23.89364921,37.01365335,3.320103682,2.5706663,3.405044626,27134,27235.8,33934,1271.8
85846,2016,Alabama,Escambia,1,53,1053,2982.661364,1759.030842,2368.444317,1002.573046,483.6819388,755.7756583,56.37206244,43.38682161,58.12027969,1167.875,2738.58354,877.87712,1672.703885,0.650972938,0.487055324,0.689330046,54.58253917,34.36825932,28.02352002,1468.324886,924.5405439,753.8607121,110.8754828,65.38905031,88.04298418,101.8022951,32.63362403,62.17998903,58.38848147,37.268988,17.98007282,28.09470497,2.095537803,1.61283304,2.160524876,61746,45506.2,53802,0
85848,2016,Alabama,Etowah,1,55,1055,1035.860968,231.0104296,500.9837481,2772.338188,1316.104353,1928.632255,954.6891506,702.9099867,970.6788804,178.75,752.5979,275.7822,620.132475,0.346931203,0.295295183,0.421382226,119.5630195,55.54377722,71.86514925,1416.702218,658.1382163,851.5301535,87.42180501,19.49619627,42.28067753,63.51573129,23.27472361,52.33627099,48.43007005,233.9723342,111.0730318,162.7675125,80.57128454,59.32230456,81.92074271,18343,18069.2,23698,3596.2
85850,2016,Alabama,Fayette,1,57,1057,867.6308792,410.0365874,522.9993678,1172.540805,563.1160458,847.1092397,201.7042547,154.5518485,208.6542257,153.67706,689.42107,245.800818,571.284226,0.563707438,0.435362828,0.780812438,47.90726557,28.62162129,14.39839895,533.5911239,318.7876179,160.3693675,77.89826532,36.8142025,46.95630884,61.89810289,22.06866744,51.29145502,48.10055755,105.2739096,50.55809353,76.0557766,18.1095578,13.87608624,18.73354513,14808,17855.8,22276,4847.8
85852,2016,Alabama,Franklin,1,59,1059,570.3047767,311.7237766,324.4512039,4190.520222,1999.73979,2955.645337,1348.384576,1006.471778,1395.352609,357.5,1132.7808,381.6154,927.3397,0.497665451,0.289498321,0.539212492,69.44690412,56.88482217,48.13168411,1143.408553,936.5801546,792.4641131,34.63845101,18.93308491,19.70610732,68.80140909,23.17807404,56.32358711,47.08802575,254.518523,121.4576689,179.5162524,81.89647887,61.12981129,84.74916391,19274,25888.4,32929,11654.4
85854,2016,Alabama,Geneva,1,61,1061,2809.458073,1449.751291,2323.224265,3316.890496,1571.936933,2299.504097,1204.319532,908.3761014,1256.377342,1462.25,3589.12002,1187.88306,2303.38963,0.655424019,0.503739986,0.643476533,44.93493011,27.86826853,30.39178836,1886.907585,1170.244332,1276.211977,66.90460261,34.52446396,55.32540163,85.47151886,28.28831825,54.85305844,50.64940989,78.98862869,37.43420017,54.76052812,28.67973739,21.63212282,29.91944517,86499,63113.2,83984,0
85856,2016,Alabama,Greene,1,63,1063,311.8954692,92.79815194,112.7455412,960.5746348,460.013469,730.4506809,5.92500149,5.816561939,6.359029098,0,359.96667,141.47585,421.76575,1.132610084,1.434632262,3.541138253,-4.070719983,-4.139772649,-29.23274059,-42.14619935,-42.86113612,-302.6611797,30.12464086,8.962974061,10.88960653,34.76763124,13.66454339,40.73653837,34.76763124,92.77776933,44.43072092,70.55108716,0.572270391,0.561796681,0.614191249,6794,11520.4,20707,4726.4
85858,2016,Alabama,Hale,1,65,1065,215.2401983,66.0717881,106.9150917,1337.092064,635.8977059,1008.666488,53.19137699,41.30400349,55.54117921,125.3541375,622.2296525,227.5891138,544.0752063,1.580122468,2.119557029,3.349056353,-20.24853215,-10.65532017,-33.82546847,-228.4439397,-120.2133222,-381.6189353,19.0781952,5.856389656,9.476608024,55.15242444,20.17276314,48.22506703,44.04143902,118.5155171,56.36391649,89.40493597,4.714711664,3.661053314,4.922990534,14087,15939.4,22564,4642.4
85860,2016,Alabama,Henry,1,67,1067,2379.959016,4162.844706,1650.550798,2659.770063,1267.079039,1861.819709,994.9785905,736.1788796,1032.80065,935.2145,2555.11702,858.51274,1810.522135,0.592813654,0.175241602,0.674724191,47.48278847,109.3167443,23.61455334,1755.035086,4040.510846,872.8293131,64.39021727,112.6265088,44.65594735,69.12914844,23.22721589,48.98400051,43.8267527,71.96055526,34.28105026,50.37186556,26.9193239,19.91745139,27.9426065,66404,55947.4,73923,0
85862,2016,Alabama,Houston,1,69,1069,2796.469237,1832.044437,1905.956851,1165.651972,560.8688723,883.2843516,50.79099497,38.81723385,53.0489128,1802.8625,3566.17525,1045.05173,2269.012815,0.766899167,0.5585938,1.158247136,24.57290008,18.72096712,-7.027805697,1083.947482,825.8099412,-310.007051,63.39546914,41.53212739,43.2077089,80.84457001,23.69114018,51.43812419,39.97399204,26.4251266,12.71479937,20.02390197,1.151422984,0.879979911,1.202609587,89193,74019,88223,0
85864,2016,Alabama,Jackson,1,71,1071,2439.384166,1054.872026,1331.96433,3372.034582,1594.267787,2327.196822,1291.270488,965.641659,1338.372998,1033.5,3368.92368,1233.23804,2498.951795,0.707139865,0.610358667,0.93581877,29.60639507,16.70575998,3.636751114,1395.230974,787.275645,171.385533,51.76302182,22.38407728,28.26389529,71.48757968,26.16895217,53.02702956,49.55701057,71.55359211,33.8298983,49.38243904,27.40038381,20.49063487,28.39988538,90500,79902,94252,16042
85866,2016,Alabama,Jefferson,1,73,1073,386.5316111,163.0316747,196.7842484,744.2634564,371.5188492,566.5736329,54.41421645,41.37888206,56.82425407,78.3575,265.23662,90.7804,213.1293,0.510754709,0.444108178,0.840387045,68.57401013,30.66940804,10.92556072,254.0667075,113.6301568,40.47920248,104.3270205,44.00315107,53.11315746,71.58883131,24.50213225,57.52477733,50.4397085,200.8808249,100.274993,152.9213584,14.6866981,11.16838922,15.33718059,3855,5916.2,7410,3062.9
85868,2016,Alabama,Lamar,1,75,1075,164.3843428,122.0435437,95.93439749,857.575458,430.4819521,653.9097083,62.68475061,47.86556156,65.14267501,55.25,334.65587,123.90061,296.94128,1.18538164,0.729217012,1.843473285,-8.456418898,7.433914238,-21.95252989,-52.33677656,46.00849522,-135.8642075,26.56072755,19.71942861,15.50079132,54.07268864,20.0194878,47.97887866,45.14555986,138.5644624,69.55597869,105.6567633,10.12841341,7.733973431,10.52555744,7136,9203,12378,3237
85870,2016,Alabama,Lauderdale,1,77,1077,1917.848875,1330.745574,1439.794933,2307.497126,1116.036071,1683.347316,288.4965602,200.8727518,246.7370917,1235,4125.65009,1550.95927,2968.107835,1.198847999,1.012627783,1.759888216,-12.77092836,-0.360952998,-23.91758227,-684.3046545,-19.34094447,-1281.575811,35.79211458,24.83521964,26.87036808,76.99550398,28.94498759,55.39271476,53.9471491,43.06397786,20.82817444,31.41569745,5.384106156,3.748814956,4.604764416,99707,86745.4,107166,9898.4
85872,2016,Alabama,Lawrence,1,79,1079,2644.811639,1382.620496,1452.742178,4774.226453,2279.881371,3329.578055,1646.1312,1229.966203,1691.771242,2154.75,5643.69944,2011.58382,3715.449235,0.875576851,0.769958685,1.181565711,13.41473792,10.05282103,-9.549896957,801.9933993,601.0028791,-570.9358147,44.23908603,23.12673847,24.29964586,94.40071323,33.64724669,62.14736654,58.35876256,79.85726155,38.13499102,55.69299828,27.53441445,20.57332926,28.29782372,121253,105818.2,119569,20745.2
85874,2016,Alabama,Lee,1,81,1081,1017.143739,389.7469329,909.8762584,856.4247163,422.7343334,654.5028587,16.44356945,14.15307071,18.68884641,26.155115,243.2415,96.5236345,215.6076915,0.229528888,0.238979038,0.23219448,169.7507118,63.90361104,148.2239944,816.5009239,307.3763691,712.9574133,211.4643949,81.02846838,189.1634633,50.56995842,20.06728368,44.82488389,45.13230457,178.0508766,87.88655581,136.0712804,3.418621508,2.942426343,3.885415055,5783,6818.4,9620,1035.4
85876,2016,Alabama,Limestone,1,83,1083,4289.361804,2458.88646,2954.526341,2080.425571,988.5095032,1459.936291,497.2329084,379.4155556,500.1347973,3581.5,7869.5467,2631.4876,5018.8113,0.940422757,0.927134458,1.452765148,6.642922507,2.755706776,-20.84158005,498.5480127,206.8144157,-1564.150162,57.15376924,32.76352887,39.36770186,104.858083,35.06335952,66.87334759,57.13624608,27.72071194,13.17143356,19.45297825,6.625399349,5.055537419,6.66406568,163873,135339,150099,33836
85878,2016,Alabama,Lowndes,1,85,1085,774.4878015,374.36113,340.0807901,3225.017824,1538.780549,2385.411923,546.6605828,411.164773,586.7994368,81.2430175,1152.476493,430.5271278,1088.325979,0.821793752,0.548075024,1.174181893,11.06307699,15.71486389,-7.146779651,249.9149093,354.9987752,-161.4457523,34.2845419,16.5719845,15.05448385,51.01710901,19.05830579,48.17733419,47.42069389,142.7630732,68.11777551,105.595924,24.19922899,18.20118517,25.97607069,19640,33848.6,45180,15378.6
85880,2016,Alabama,Macon,1,87,1087,894.1530014,381.4472426,752.2684811,971.0659021,469.8754782,740.5714312,5.773729613,5.484604664,5.5689023,107.5865575,858.8324575,328.5400723,813.9955308,0.852427921,0.849090285,1.074103163,8.10824186,3.184369033,-3.062559162,148.680831,58.39177497,-56.15814736,48.76222945,20.80205282,41.02462132,46.83603956,17.91678422,44.39087805,40.96885532,52.9566397,25.62444665,40.38672799,0.314867733,0.299100434,0.303697568,19560,23543.2,36674,5488.9
85882,2016,Alabama,Madison,1,89,1089,4480.395864,1919.531396,2559.621243,1104.275379,537.3638815,844.3773624,18.55369946,14.57336167,17.88572417,2668.25,7034.26398,2583.38844,4365.985245,0.981452228,1.335702438,1.693879125,2.040548038,-9.966440238,-27.4529645,132.935583,-649.2836822,-1788.478278,68.77363292,29.46461688,39.28993265,107.9752557,39.65475678,67.01744125,67.01788233,16.95051774,8.248482378,12.96110891,0.28479745,0.223699659,0.274544095,143945,118850.4,130294,14235.4
85884,2016,Alabama,Marengo,1,91,1091,460.638411,197.0675811,234.2623807,1496.877399,721.0795771,1139.576558,42.79178705,32.78788457,44.54344892,211.25,986.38074,408.18422,720.313185,1.380170799,1.775829949,2.583565724,-18.73796841,-12.29853478,-30.44878313,-271.7005419,-178.3287543,-441.5073554,31.76816628,13.59086766,16.15602626,68.02625793,28.15063586,49.67677138,53.45729241,103.232924,49.72962601,78.59148674,2.951157728,2.261233419,3.071961994,24944,20177.6,29000,0
85886,2016,Alabama,Marion,1,93,1093,578.8061176,602.7783581,358.5275912,3143.831462,1497.237107,2210.477331,1247.256982,931.3096407,1324.348134,238.875,694.444315,235.457355,545.09184,0.336302727,0.153483604,0.323904987,133.0059962,126.0317007,110.4215728,1370.493785,1298.630644,1137.783886,56.17295396,58.49945246,34.79499138,67.3956051,22.85106318,52.90099379,44.21286054,305.107867,145.3063962,214.5261385,121.0459028,90.3833114,128.5275752,14629,14645,20608,4696
85888,2016,Alabama,Marshall,1,95,1095,1791.251723,501.1126811,763.9334618,7322.227509,3490.413752,5105.934716,2698.92818,2002.394483,2783.332286,230.819875,1356.29596,484.10756,1180.969065,0.287289986,0.193371749,0.332923764,148.6800477,89.23353898,104.5622803,3364.703818,2019.399604,2366.296683,79.15210548,22.1432439,33.75680881,59.93221361,21.39181901,52.18484192,49.73270962,323.5557106,154.2349375,225.6218252,119.2606518,88.48211409,122.9903134,24630,36476.2,45261,17062.6
85890,2016,Alabama,Mobile,1,97,1097,1495.230655,1006.77587,716.9948673,1058.416633,507.771271,798.9066583,19.46071135,16.01227098,16.37728713,654.91325,1337.262235,383.846755,947.187555,0.616362182,0.375294491,1.291551021,44.45798427,34.12783815,-11.42054271,832.3423815,638.9413859,-213.8154005,79.86489986,53.77501709,38.29691632,71.42731733,20.50244392,50.59222065,36.44637245,56.53331019,27.1216361,42.67207875,1.039456861,0.855264981,0.874761624,25900,30594.6,37444,5947.4
85892,2016,Alabama,Monroe,1,99,1099,2308.716814,2241.597011,735.545302,1044.606794,505.8573833,786.4731442,60.37284991,47.39427563,63.5402106,728.125,1916.65694,634.22632,1284.897485,0.618832451,0.277076773,1.60795993,53.14356495,74.49030887,-21.86913828,1180.557724,1654.764966,-485.8119724,103.9283717,100.9069306,33.11104468,86.27954444,28.55010556,57.84048639,53.50252943,47.02364647,22.77149534,35.40359424,2.717722655,2.133483789,2.860303432,45419,37450.2,44429,0
85894,2016,Alabama,Montgomery,1,101,1101,1602.871701,634.0887546,692.4332712,2834.140219,1349.687545,2139.403245,178.6889721,134.9296522,190.7028823,144.818375,1347.7497,516.45432,1290.948115,0.699628508,0.671576019,1.461776998,20.0235089,8.739997814,-14.11236133,578.6293485,252.5640868,-407.8119615,55.46748685,21.94268551,23.96170157,46.63897223,17.87193771,44.67334942,41.62752228,98.07561967,46.7060315,74.03419829,6.183544325,4.669250011,6.599286524,29233,37538.8,57795,10679.1
85896,2016,Alabama,Morgan,1,103,1103,1324.323432,586.0416093,762.6960597,3512.214612,1674.311676,2477.143385,899.8765916,686.61205,941.1405442,585,1845.35346,625.00838,1399.57199,0.656896428,0.491106418,0.821423831,40.81069394,27.42226228,12.8830153,963.846564,647.6452793,304.264614,56.07381952,24.81387146,32.29368306,78.13500413,26.46378236,59.25995512,53.36523595,148.7123791,70.89284118,104.8859272,38.10211037,29.07217318,39.84928736,32447,40380.4,47235,17113.4
85898,2016,Alabama,Perry,1,105,1105,328.3920348,142.3547145,169.4577003,1070.46755,518.6104889,811.0249941,12.79238105,10.93810714,9.813927261,539.5,1541.76362,550.41336,1118.47903,1.75064256,3.590601009,6.239018663,-32.34242682,-19.42859777,-45.94948153,-661.0792042,-397.1205384,-939.2074025,16.06614652,6.964516365,8.290494143,75.42874853,26.92824658,54.7201091,49.03442368,52.37121087,25.37233311,39.67832652,0.625850345,0.535132443,0.480133428,32964,30818.8,40880,6044.8
85900,2016,Alabama,Pickens,1,107,1107,629.7879445,200.6574581,238.6838772,2226.373704,1054.719779,1505.91721,839.2211138,618.8264327,834.9854833,281.40125,898.756945,313.854925,699.671125,0.513455012,0.382990964,0.651663492,64.00761815,38.00150057,28.10854425,851.6533633,505.6289658,373.9982356,47.33290328,15.08079051,17.93873791,67.54777686,23.58836008,52.58510578,46.39853406,167.3273236,79.26945838,113.1800541,63.07324894,46.50907014,62.75491213,15612,18832.8,26611,6819
85902,2016,Alabama,Pike,1,109,1109,1868.697992,872.2513628,1238.318706,3613.770607,1728.439496,2507.370413,1259.363625,940.6150427,1289.680746,257.47591,1074.06179,394.532283,896.653066,0.317250003,0.217628989,0.35468879,116.989358,71.78530836,82.56637239,2311.475736,1418.334122,1631.346386,94.57930923,44.14674374,62.67429426,54.36085586,19.96822973,45.38177275,41.32937949,182.9016402,87.4804887,126.9040598,63.73942831,47.60679435,65.27385088,26032,27565.2,39516,3063.2
